id,problema_solucion,verbo_solucion,sujeto_solucion,complemento_solucion,coordinador_zonal_solucion,responsable_solucion,responsable_sistema,corresponsable_solucion,sistematizador_solucion,lider_mesa_solucion,tipo_fuente,Tipo_Mesa,nombre_ambit,nombre_evento,nombre_instrumento,nombre_provincia,nombre_sector,nombre_sipoc,nombre_tipo_empresa,nombre_estado,supuestos_cumplimientos,riesgos_cumplimiento,plazo_cumplimiento,fecha_cumplimiento,total_actividades,fecha_ultimo_registro
2375,"Falta de definición de productos según oferta y demanda -",Desarrollar," planes de negocio","para la oferta y demanda de productos","Edwin De La portilla",Academia,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Comercio,Producto,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2376,"Falta de desarrollo de nuevos insumos para artesanias ",Desarrollar,"programas de innovacion continua","para el desarrollo e investigación en nuevos productos","Edwin De La portilla",SECAP,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago",Tecnología,"Morona Santiago",Comercio,Insumos,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2377,"Falta de estudio de mercado para dirigir adecuadamente el comercio","Realizar ","estudios de  mercado ","para conocer el target al cual esta dirigido su producto ","Edwin De La portilla","Academia ",NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad",Otros,"Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Comercio,Mercado,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2378,"Falta de estudio de mercado para dirigir adecuadamente el turismo -","Realizar ","estudios de  mercado ","para conocer el target al cual esta dirigido su producto ","Edwin De La portilla",Academia,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Turismo,Mercado,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2379,"Falta de identificación de mercados para productos específicos","Realizar ","estudios de  mercado ","para conocer el target al cual esta dirigido su producto ","Edwin De La portilla","Academia ",NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad",Otros,"Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Comercio,Mercado,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2380,"Falta fortalecimiento asociativo",Apoyar,"procesos de liderazgo continuo ","para fortalecer la asociatividad","Edwin De La portilla",IEPS,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Asociatividad,","Morona Santiago",Turismo,Proceso,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2381,"Falta fortalecimiento asociativo",Apoyar,"procesos de liderazgo continuo ","para fortalecer la asociatividad","Edwin De La portilla",IEPS,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Asociatividad,","Morona Santiago",Comercio,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2382,"Fortalecimiento en gremios turisticos",Desarrollar,"programas de capacitación continua","en atención al cliente y relaciones humanas","Edwin De La portilla",SECAP,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Turismo,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2383,"Identificación y marca de los diferentes productos del serctor artesanal",Desarrollar,"proyectos y planes de negocios","para la identificacion y promocion de una marca provincial","Edwin De La portilla",Academia,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Comercio,Producto,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2384,"Inadecuada calidad de maquinaria y equipos para terminado finales de las artesanías",Desarrollar,"Proyectos para equipamiento y tecnificación","para el mejoramiento de cadena productiva.","Edwin De La portilla",MIPRO,NULL,BanEcuador,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Comercio,Proceso,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2385,"Inadecuado productos crediticios para sectores",Generar,"líneas de credito acorde al sector ","para facilitar el acceso a creditos. ","Edwin De La portilla",BANECUADOR,BANECUADOR,n/a,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Crédito y financiamiento productivo","Mesas de Competitividad-Morona Santiago",Financiamiento,"Morona Santiago",Turismo,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2386,"Inadecuado productos crediticios para sectores",Generar,"líneas de credito acorde al sector ","para facilitar el acceso a creditos. ","Edwin De La portilla",BANECUADOR,BANECUADOR,n/a,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Crédito y financiamiento productivo","Mesas de Competitividad-Morona Santiago",Financiamiento,"Morona Santiago",Comercio,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2387,"Individualidad del sector",Apoyar,"procesos de liderazgo continuo ","para fortalecer la asociatividad","Edwin De La portilla",IEPS,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Asociatividad,","Morona Santiago",Comercio,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2388,"Infraestructura publica vial no adecuada para sectores turisticos",Potenciar," los centros turisticos","en viabilidad","Edwin De La portilla","Gad Provincial",NULL,"Gad Munipales                                     Gad Parroquiales","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Turismo,Proceso,"Empresa Pequeña","En Revisión",,,,0000-00-00,0,NULL
2389,"Inoperancia de las intituciones publicas  ","Articular ","entre los Gobiernos autonomos decentralizados","acciones conjuntar y planificadas","Edwin De La portilla","Gad Provincial",NULL,"Gad Munipales                                     Gad Parroquiales                              Servidores Turisticos","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Política pública","Morona Santiago",Turismo,Mercado,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2390,"La Contratación de servicios turisticos es limitada para el conocimiento publico",Desarrollar,"canales de promoción turistica en la provincia","para el cliente del país","Edwin De La portilla","Servidores Turisticos",NULL,"Gad Provincial","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Recursos asignados","Morona Santiago",Turismo,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2391,"Los negocios no tienen una estructura empresarial",Desarrollar,"programas de capacitación continua ","en gerenciamiento empresarial","Edwin De La portilla",SECAP,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad",Otros,"Mesas de Competitividad-Morona Santiago",Tecnología,"Morona Santiago",Turismo,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2393,"No existe políticas de precios","Establecer ","políticas de precios a nivel territorial ","para lograr que la competencia sea justa ","Edwin De La portilla","Intendencia ",NULL,n/a,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago",Precios,"Morona Santiago",Comercio,Mercado,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2394,"No hay capacitaciones desde los transportistas, servidores turisticos",Desarrollar,"programas de capacitación continua","desde los transportistas y servidores turisticos","Edwin De La portilla",SECAP,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Turismo,Mercado,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2396,"No hay dentro del plan  de ordenamiento territorial el uso de suelo.","Definir ","zonas para el uso de suelo y su distribucion","de los servidores turisticos","Edwin De La portilla","Gads Municipales",NULL,"Servidores Turisticos","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","Mesas de Competitividad-Morona Santiago","Política pública","Morona Santiago",Turismo,Insumos,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2397,"No hay espacios para la venta de productos a nivel nacional para las Artesanías",Articular,"institucional y  Regional ","para Promocion en ferias","Edwin De La portilla","Gad Provincial",NULL,CONAGOPARE,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Convenios ","Morona Santiago",Comercio,Mercado,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2398,"No hay facilidad para promocion de las ferias agropecuarias",Desarrollar,"la promoción de alternativas turisticas","desde las instituciones publicas","Edwin De La portilla","Gad Provincial",NULL,"Gad Munipales                                     Gad Parroquiales                              MINTUR","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Turismo,Producto,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2399,"No hay promoción para ferias de las Artesanías",Desarrollar,"promociones para ferias a nivel regional","y posicionamiento de productos a nivel regional","Edwin De La portilla","Gad Provincial",NULL,"Gad Provincial                                      Gad Municipales                                        Gad Parroquiales","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Inversión en iniciativas productivas nacionales","Mesas de Competitividad-Morona Santiago","Recursos asignados","Morona Santiago",Comercio,Proceso,Artesano,"En Revisión",,,,0000-00-00,0,NULL
2400,"No hay una clara imagen sobre quien realiza las funciones de turismo",Ejecutar,"la descentralización de las funciones de turismo","por parte de las instituciones publicas","Edwin De La portilla","Gad Provincial",NULL,"Gad Munipales                                     Gad Parroquiales                              MINTUR","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","Mesas de Competitividad-Morona Santiago","Política pública","Morona Santiago",Turismo,Producto,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2401,"No se considera una prioridad  el Turismo en la provincia",Generar,"espacios y ferias regionales","para posicionamiento del turismo provincial","Edwin De La portilla","Gad Provincial",NULL,"Gad Munipales                                     Gad Parroquiales","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Recursos asignados","Morona Santiago",Turismo,Insumos,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2402,"Realizan un trabajo independiente por proveedores turisticos .",Articular,"los canales de promoción turistica en la provincia","para un trabajo coordinado","Edwin De La portilla","Servidores Turisticos",NULL,MINTUR,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Asociatividad,","Morona Santiago",Turismo,Proveedores,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2403,"Recursos de parte de los artesanos y sector privado para promocion  en ferias.",Articular,"a gremios turisticos","para Promocion en ferias","Edwin De La portilla",IEPS,NULL,"Gad Provincial","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad",Otros,"Mesas de Competitividad-Morona Santiago","Asociatividad,","Morona Santiago",Turismo,Proveedores,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2404,"Sobrexplotacion de recursos maderables que salen de la provincia","Controlar y regular","la explotación maderera","en zonas de alta incidencia","Edwin De La portilla",MAE,NULL,MAG,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Política pública","Morona Santiago",Comercio,Proveedores,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2405,"Baja Calidad del servicio turístico",Desarrollar,"programas de capacitación continua","en atención al cliente y relaciones humanas","Edwin De La portilla",SECAP,NULL,MIPRO,"Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago",Tecnología,"Morona Santiago",Turismo,Producto,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2406,"Baja Calidad del servicio turístico",Generar,"encadenamientos del sector turístico","en todos los eslabones de la cadena turística","Edwin De La portilla",MIPRO,NULL,"Servidores Turisticos","Ing. Christian Jaramillo","Ing. Eric Ochoa",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago",Tecnología,"Morona Santiago",Turismo,Producto,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2410,"ESCASA MATERIA PRIMA DE CALIDAD","REALIZAR ","CONTROL DE CALIDAD DE MATERIA PRIMA "," MEDIANTE NORMAS DE CONTROL","Mgs. Gustavo Camelos ",SERCOP,NULL,n/a,"ING. SANDRA ZÚÑIGA","ING. JAVIER DEFÁZ",1,"Mesas de Competitividad","Fomento de la producción nacional","MESA COMPETITIVA PROVINCIAL NAPO-Napo","Asistencia técnica",Napo,Transporte,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2414,"ASOCIACIONES FICTICIAS EN LA AMAZONÍA Y EL SERCOP LES ACEPTA LA CATALOGACIÓN INMEDIATA","EXIGIR ","EL CERTIFICADO DE ARTESANO ","EMITIDO POR LA CÁMARA DE ARTESANOS DE NAPO ","Mgs. Gustavo Camelos ","CÀMARA DE ARTESANOS",NULL,n/a,"ING. SANDRA ZÚÑIGA","ING. JAVIER DEFÁZ",1,"Mesas de Competitividad","Fomento de la producción nacional","MESA COMPETITIVA PROVINCIAL NAPO-Napo","Asistencia técnica",Napo,Transporte,Proceso,EPS,"En Revisión",,,,0000-00-00,0,NULL
2418,"DESCARGAS DE AGUAS INDUSTRIALES SIN TRATAMIENTO","CONTROLAR ","LOS REGISTROS DE PRODUCCIÓN","APLICANDO LA NORMATIVA","Mgs. Gustavo Camelos ","MAE- GADP",NULL,n/a,"ING. SANDRA ZÚÑIGA","ING. JAVIER DEFÁZ",1,"Mesas de Competitividad",Otros,"MESA COMPETITIVA PROVINCIAL NAPO-Napo",Ley,Napo,Transporte,Producto,"Empresa Pequeña","En Revisión",,,,0000-00-00,0,NULL
2419,"ACTIVIDADES MINERAS SIN MANEJO AMBIENTAL",APLICAR,"NORMAS DE PROTECCIÓN HÍDRICA DE 120 M EN CADA MARGEN DE LOS RÍOS","CREANDO O MEJORANDO ORDENANZAS AMBIENTALES","Mgs. Gustavo Camelos ","MAE- GADP",NULL,n/a,"ING. SANDRA ZÚÑIGA","ING. JAVIER DEFÁZ",1,"Mesas de Competitividad",Otros,"MESA COMPETITIVA PROVINCIAL NAPO-Napo",Acuerdo,Napo,Transporte,Producto,"Empresa Pequeña","En Revisión",,,,0000-00-00,0,NULL
2420,"COMPETENCIA DESLEAL PRODUCTO INFORMAL","CONTROLAR  Y REGULARIZACIÓN EN MERCADO LOCAL","EL MERCADO LOCAL","MEDIANTE LA  REGULARIZACIÓN ","Mgs. Gustavo Camelos ",GADM,NULL,n/a,"ING. SANDRA ZÚÑIGA","ING. JAVIER DEFÁZ",1,"Mesas de Competitividad","Fomento de la producción nacional","MESA COMPETITIVA PROVINCIAL NAPO-Napo",Acuerdo,Napo,Transporte,Mercado,EPS,"En Revisión",,,,0000-00-00,0,NULL
2422,"COSTO EN EL CATÁLOGO DE COMPRAS PÚBLICAS EN LA PROVINCIAL DEL NAPO","ANALIZAR ","LOS PRECIOS DE LOS PRODUCTOS POR INCREMENTO DE TRANSPORTE DE ACUERDO ","MEDIANTE LA REVISIÓN DE PLIEGOS DE CONTRATACIÓN","Mgs. Gustavo Camelos ",SERCOP,NULL,n/a,"ING. SANDRA ZÚÑIGA","ING. JAVIER DEFÁZ",1,"Mesas de Competitividad","Fomento de la producción nacional","MESA COMPETITIVA PROVINCIAL NAPO-Napo","Contratación pública",Napo,Transporte,Proveedores,EPS,"En Revisión",,,,0000-00-00,0,NULL
2425,"RESTRICCIÓN EN LA UTILIZACIÓN DE TAXIS DE LA PROVINCIA DEL NAPO","ELABORAR ","UNA EXCEPCIÓN PARA LA UTILIZACIÓN DE TRANSPORTE DE ACUERDO A LA ZONA","MEDIANTE UNA REFORMA","Mgs. Gustavo Camelos ",ANT,NULL,n/a,"ING. SANDRA ZÚÑIGA","ING. JAVIER DEFÁZ",1,"Mesas de Competitividad","Generación de empleo","MESA COMPETITIVA PROVINCIAL NAPO-Napo",Acuerdo,Napo,Transporte,Insumos,EPS,"En Revisión",,,,0000-00-00,0,NULL
2426,"MARCO LEGAL  EN EL SECTOR DEL TRANSPORTE",APLICAR,"EL CRITERIO AMBIENTAL EN OTORGAMIENTO DE CONCESIONES MINERAS","MEDIANTE LA REFORMA A LEY DE MINIERÍA Y CONSULTA PREVIA","Mgs. Gustavo Camelos ",MAE,NULL,n/a,"ING. SANDRA ZÚÑIGA","ING. JAVIER DEFÁZ",1,"Mesas de Competitividad",Otros,"MESA COMPETITIVA PROVINCIAL NAPO-Napo",Ley,Napo,Transporte,Insumos,"Empresa Pequeña","En Revisión",,,,0000-00-00,0,NULL
2427,"AFECTACIÓN AL TURISMO Y OTRAS ACTIVIDADES DE LA PROVINCIA DEL NAPO","REVISAR ","CONCESIONES MINERAS ENTREGADAS (2016-2018)","CONTROLANDO EL CUMPLIMIENTO DE LA NORMATIVA AMBIENTAL","Mgs. Gustavo Camelos ",MAE,NULL,n/a,"ING. SANDRA ZÚÑIGA","ING. JAVIER DEFÁZ",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","MESA COMPETITIVA PROVINCIAL NAPO-Napo",Ley,Napo,Transporte,Proceso,"Empresa Pequeña","En Revisión",,,,0000-00-00,0,NULL
2435,"Tramitología de créditos es larga y complicada","Disminuir ","  trámites y requisitos"," para la obtención de créditos ","Mgs. Gustavo Camelos ",BANECUADOR,BANECUADOR,CFN,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad","Simplificación de trámites","Mesa Productiva Pastaza-Napo",Ley,Napo,Comercio,Insumos,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2436,"Falta de calidad en los productos ","Realizar  "," auditorías de regulación y control de calidad","bajo normas y reglamentos internacionales y nacionales","Mgs. Gustavo Camelos ",SRI,NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesa Productiva Pastaza-Napo","Intervención zonal",Napo,Comercio,Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2437,"No existe Industria en la zona",Crear,"una Zona de desarrollo economico","para atraer la inversión e industria","Mgs. Gustavo Camelos ",MIPRO,NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad","Generación de empleo","Mesa Productiva Pastaza-Napo","Desarrollo del proyecto",Napo,Comercio,Insumos,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2438,"Falta de capacidad operativa de las instituciones publicas","Mejorar ","el servicio y atención ","en las instituciones publicas, reduciendo el tiempo de los tramites y para obtener permisos","Mgs. Gustavo Camelos ",GADS,NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad",Otros,"Mesa Productiva Pastaza-Napo","Personal adecuado",Napo,Comercio,Proceso,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2439,"Demasiada especulación en arriendo de locales comerciales",Establecer,"una ordenanza","que regule  y equipare los precios de arriendo de locales","Mgs. Gustavo Camelos ",Alcaldias,NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad",Otros,"Mesa Productiva Pastaza-Napo",Ordenanzas,Napo,Comercio,Proceso,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2440,"Competencia desleal, en la oferta y precios de los servicios de la provincia del napo ","Generar ","participativamente una agenda territorial  ","que aporte al desarrollo comercial","Mgs. Gustavo Camelos ",Alcaldias,NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad","Generación de empleo","Mesa Productiva Pastaza-Napo","Desarrollo del proyecto",Napo,Comercio,Producto,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2441,"Existencia de monopolios",Solicitar,"a ala autoridad competente","aplicar la Ley Antimonopolios","Mgs. Gustavo Camelos ",SCPM,NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesa Productiva Pastaza-Napo",Ley,Napo,Comercio,Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2442,"Insuficiente oferta para solventar las necesidades del mercado de la provincia del napo","Generar    ","espacios de mercado"," incentivando a la generación de empresas que oferten productos y servicios requeridos en el mercado","Mgs. Gustavo Camelos ","MIPRO; SCPM",NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad","Generación de empleo","Mesa Productiva Pastaza-Napo",Acuerdo,Napo,Comercio,Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2443,"Débil identidad cultural",Generar,"programas de fortalecimiento","de identidad cultural","Mgs. Gustavo Camelos ",MINTUR,NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad",Otros,"Mesa Productiva Pastaza-Napo","Desarrollo del proyecto",Napo,Turismo,Proceso,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2444,"Limitada oferta de productos turísticos ","Actualizar "," inventarios"," de atractivos turísticos de la provincia","Mgs. Gustavo Camelos ",MINTUR,NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad",Otros,"Mesa Productiva Pastaza-Napo","Desarrollo del proyecto",Napo,Turismo,Producto,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2445,"No existe un atractivo turistico que identifique al sector.",Crear,"un símbolo representativo","que identifique a la Provincia","Mgs. Gustavo Camelos ",MINTUR,NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad",Otros,"Mesa Productiva Pastaza-Napo","Desarrollo del proyecto",Napo,Turismo,Producto,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2446,"Insuficientes canales de promoción turística local y nacional en napo","Generar "," campañas de difusión"," sobre los potenciales atractivos turísticos de la provincia para que aumente la demanda de turistas nacionales e internacionales","Mgs. Gustavo Camelos ",MINTUR,NULL,n/a,"Juan Carlos Cruz","Silvia Peñafiel",1,"Mesas de Competitividad",Otros,"Mesa Productiva Pastaza-Napo","Desarrollo del proyecto",Napo,Turismo,Mercado,Transversal,"En Revisión",,,,0000-00-00,0,NULL
2447,"FLEXIBILIZACION REQUISITOS PARA CREDITOS",REVISAR,"TASAS ","DE INTERES ED ACUERDO AL SECTOR PRODUCTIVO","Mgs. Gustavo Camelos ",CFN,NULL,BANECUADOR,"Eloisa Irigoyen","Lenin Rosero",1,"Mesas de Competitividad","Optimización y simplificación tributaria","MESA PRODUCTIVA-Napo","Asistencia técnica",Napo,Agroindustria,Proveedores,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2448,"Falta de asociatividad",CREAR," UN ENTRO DE ACOPIO","PARA PROMOVER LA ASOCIATIVIDAD ","Mgs. Gustavo Camelos ","MIPRO, MAG",NULL,n/a,"Eloisa Irigoyen","Lenin Rosero",1,"Mesas de Competitividad","Fomento de la producción nacional","MESA PRODUCTIVA-Napo","Asistencia técnica",Napo,Agroindustria,Proveedores,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2449,"EN LA LEY ESPECIAL DE LA AMAZONIA SE APRUEBE BENEFICIOS DE LAS ORGANIZACIONES SOCIALES",SOCIALIZAR,"LEY DE LA AMAZONIA ","ARMADO DE PLANES DE CONTINGENCIA","Mgs. Gustavo Camelos ",MAG,NULL,n/a,"Eloisa Irigoyen","Lenin Rosero",1,"Mesas de Competitividad",Otros,"MESA PRODUCTIVA-Napo","Asistencia técnica",Napo,Agroindustria,Proveedores,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2450,"FALTA DE FINANCIAMIENTO PARA EMPRENDIMIENTOS ",SOCIALIZAR,"BENEFICIOS ","DEL INSTITUTO ECONOMIA POPULAR Y SOLIDARIA","Mgs. Gustavo Camelos ",IEPS,NULL,n/a,"Eloisa Irigoyen","Lenin Rosero",1,"Mesas de Competitividad",Otros,"MESA PRODUCTIVA-Napo","Asistencia técnica",Napo,Agroindustria,Insumos,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2451,"EMISION DE GUIAS DE MOVILIZACION PARA GUAYUZA Y OTROS",LEVANTAR,"INFORMACIÓN ",GEOREFERENCIAL,"Mgs. Gustavo Camelos ","MAE, GAD, MAG",NULL,n/a,"Eloisa Irigoyen","Lenin Rosero",1,"Mesas de Competitividad",Otros,"MESA PRODUCTIVA-Napo","Asistencia técnica",Napo,Agroindustria,Insumos,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2452,"TRAMITOLOGIA E INEFICIENCIA EN PROCESO DE OBTENCION DE LA NOTIFICACION SANITARIA",IMPLEMENTAR,"LA NOTIFICACION ","SANITARIA SIMPLIFICADA","Mgs. Gustavo Camelos ",ARCSA,ARCSA,n/a,"Eloisa Irigoyen","Lenin Rosero",1,"Mesas de Competitividad",Otros,"MESA PRODUCTIVA-Napo","Asistencia técnica",Napo,Agroindustria,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2453,"USO INADECUADO DEL SUERO DE LECHE",Controlar,LANORMATIVA," DEL USO DEL SUERO DE LECHE","Mgs. Gustavo Camelos ",ARCSA,ARCSA,n/a,"Eloisa Irigoyen","Lenin Rosero",1,"Mesas de Competitividad",Otros,"MESA PRODUCTIVA-Napo","Asistencia técnica",Napo,Agroindustria,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2454,"DESCONOCIMIENTO DE LA NORMATIVA DE AGROINDUSTRIA",SOCIALIZAR,"NORMA SANITARIA ","TALLERES GRATUITOS ARCSA","Mgs. Gustavo Camelos ",ARCSA,ARCSA,n/a,"Eloisa Irigoyen","Lenin Rosero",1,"Mesas de Competitividad",Otros,"MESA PRODUCTIVA-Napo","Asistencia técnica",Napo,Agroindustria,Proceso,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
2455,"CONTROL DE LA NORMATIVA A TODO NIVEL",iMPLEMENTAR,"PLATAFORMA MOVIL","POR PARTE DEL ARCSA","Mgs. Gustavo Camelos ",ARCSA,ARCSA,n/a,"Eloisa Irigoyen","Lenin Rosero",1,"Mesas de Competitividad",Otros,"MESA PRODUCTIVA-Napo","Asistencia técnica",Napo,Agroindustria,Producto,Microempresa,"En Revisión",,,,0000-00-00,0,NULL
